train_task,test_task,acc
motor,mem,0.52
mem,mixed,0.625
mem,motor,0.6500000000000001
mixed,motor,0.505
mixed,mem,0.5549999999999999
motor,mixed,0.42000000000000004
motor,mem,0.545
mem,mixed,0.7849999999999999
mem,motor,0.6699999999999999
mixed,motor,0.9099999999999999
mixed,mem,0.6950000000000001
motor,mixed,0.37999999999999995
motor,mem,0.5750000000000001
mem,mixed,0.65
mem,motor,0.5449999999999999
mixed,motor,0.585
mixed,mem,0.53
motor,mixed,0.665
motor,mem,0.8099999999999998
mem,mixed,0.655
mem,motor,0.63
mixed,motor,0.875
mixed,mem,0.925
motor,mixed,0.845
motor,mem,0.945
mem,mixed,0.695
mem,motor,0.845
mixed,motor,0.595
mixed,mem,0.525
motor,mixed,0.445
motor,mem,0.54
mem,mixed,0.675
mem,motor,0.6900000000000002
mixed,motor,0.525
mixed,mem,0.505
motor,mixed,0.5
motor,mem,0.505
mem,mixed,0.655
mem,motor,0.95
mixed,motor,0.5
mixed,mem,0.515
motor,mixed,0.64
motor,mem,0.6950000000000001
mem,mixed,0.835
mem,motor,0.6900000000000001
mixed,motor,0.7350000000000001
mixed,mem,0.7350000000000001
motor,mixed,0.7
motor,mem,0.6849999999999999
mem,mixed,0.7300000000000001
mem,motor,0.7300000000000001
mixed,motor,0.665
mixed,mem,0.715
motor,mixed,0.7100000000000001
motor,mem,0.7100000000000001
mem,mixed,0.6
mem,motor,0.6599999999999999
mixed,motor,0.5
mixed,mem,0.505
motor,mixed,0.635
motor,mem,0.635
mem,mixed,0.505
mem,motor,0.505
mixed,motor,0.865
mixed,mem,0.95
motor,mixed,0.825
motor,mem,0.8799999999999999
mem,mixed,0.7749999999999999
mem,motor,0.875
mixed,motor,0.7
mixed,mem,0.7
motor,mixed,0.625
motor,mem,0.63
mem,mixed,0.8799999999999999
mem,motor,0.8950000000000001
mixed,motor,0.5549999999999999
mixed,mem,0.575
motor,mixed,0.7549999999999999
motor,mem,0.8550000000000001
mem,mixed,0.645
mem,motor,0.775
mixed,motor,0.7849999999999999
mixed,mem,0.74
motor,mixed,0.6549999999999999
motor,mem,0.6649999999999999
mem,mixed,0.76
mem,motor,0.76
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.7200000000000001
motor,mem,0.885
mem,mixed,0.73
mem,motor,0.73
mixed,motor,0.5249999999999999
mixed,mem,0.5249999999999999
motor,mixed,0.515
motor,mem,0.595
mem,mixed,0.7350000000000001
mem,motor,0.73
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.82
motor,mem,0.6600000000000001
mem,mixed,0.7100000000000001
mem,motor,0.755
mixed,motor,0.5999999999999999
mixed,mem,0.5999999999999999
motor,mixed,0.6550000000000001
motor,mem,0.8299999999999998
mem,mixed,0.8099999999999999
mem,motor,0.8300000000000001
mixed,motor,0.675
mixed,mem,0.675
motor,mixed,0.6699999999999998
motor,mem,0.8749999999999998
mem,mixed,0.8299999999999998
mem,motor,0.8800000000000001
mixed,motor,0.85
mixed,mem,0.825
motor,mixed,0.515
motor,mem,0.52
mem,mixed,0.7150000000000001
mem,motor,0.8499999999999999
mixed,motor,0.695
mixed,mem,0.695
motor,mixed,0.5599999999999999
motor,mem,0.5849999999999999
mem,mixed,0.9000000000000001
mem,motor,0.905
mixed,motor,0.595
mixed,mem,0.655
motor,mixed,0.8099999999999999
motor,mem,0.8099999999999999
mem,mixed,0.9249999999999998
mem,motor,0.9149999999999998
mixed,motor,0.54
mixed,mem,0.655
motor,mixed,0.61
motor,mem,0.825
mem,mixed,0.5750000000000001
mem,motor,0.5399999999999999
mixed,motor,0.495
mixed,mem,0.5249999999999999
motor,mixed,0.605
motor,mem,0.505
mem,mixed,0.6149999999999999
mem,motor,0.52
mixed,motor,0.65
mixed,mem,0.5499999999999999
motor,mixed,0.735
motor,mem,0.755
mem,mixed,0.8400000000000001
mem,motor,0.795
mixed,motor,0.7100000000000001
mixed,mem,0.8399999999999999
motor,mixed,0.865
motor,mem,0.8099999999999999
mem,mixed,0.73
mem,motor,0.8150000000000001
mixed,motor,0.7949999999999999
mixed,mem,0.7699999999999999
motor,mixed,0.6950000000000001
motor,mem,0.825
mem,mixed,0.8300000000000001
mem,motor,0.725
mixed,motor,0.7849999999999999
mixed,mem,0.7550000000000001
motor,mixed,0.63
motor,mem,0.85
mem,mixed,0.8700000000000001
mem,motor,0.7250000000000001
mixed,motor,0.845
mixed,mem,0.8350000000000002
motor,mixed,0.5349999999999999
motor,mem,0.54
mem,mixed,0.82
mem,motor,0.82
mixed,motor,0.485
mixed,mem,0.7449999999999999
motor,mixed,0.6
motor,mem,0.6599999999999999
mem,mixed,0.63
mem,motor,0.39999999999999997
mixed,motor,0.4450000000000001
mixed,mem,0.745
motor,mixed,0.6500000000000001
motor,mem,0.775
mem,mixed,0.5549999999999999
mem,motor,0.5599999999999999
mixed,motor,0.585
mixed,mem,0.65
motor,mixed,0.6099999999999999
motor,mem,0.765
mem,mixed,0.755
mem,motor,0.7849999999999999
mixed,motor,0.5599999999999999
mixed,mem,0.6849999999999999
motor,mixed,0.77
motor,mem,0.9100000000000001
mem,mixed,0.8099999999999999
mem,motor,0.7999999999999999
mixed,motor,0.5549999999999999
mixed,mem,0.5449999999999999
motor,mixed,0.6250000000000001
motor,mem,0.675
mem,mixed,0.66
mem,motor,0.8850000000000001
mixed,motor,0.5849999999999999
mixed,mem,0.635
motor,mixed,0.7849999999999999
motor,mem,0.745
mem,mixed,0.655
mem,motor,0.6799999999999999
mixed,motor,0.61
mixed,mem,0.645
motor,mixed,0.77
motor,mem,0.68
mem,mixed,0.595
mem,motor,0.595
mixed,motor,0.505
mixed,mem,0.7150000000000001
motor,mixed,0.525
motor,mem,0.6199999999999999
mem,mixed,0.51
mem,motor,0.6900000000000001
mixed,motor,0.6399999999999999
mixed,mem,0.6499999999999999
motor,mixed,0.6849999999999998
motor,mem,0.75
mem,mixed,0.53
mem,motor,0.53
mixed,motor,0.6399999999999999
mixed,mem,0.8149999999999998
motor,mixed,0.505
motor,mem,0.6000000000000001
mem,mixed,0.8099999999999999
mem,motor,0.8099999999999999
mixed,motor,0.875
mixed,mem,0.9299999999999999
motor,mixed,0.505
motor,mem,0.655
mem,mixed,0.745
mem,motor,0.74
mixed,motor,0.61
mixed,mem,0.8600000000000001
motor,mixed,0.655
motor,mem,0.6300000000000001
mem,mixed,0.74
mem,motor,0.74
mixed,motor,0.8549999999999999
mixed,mem,0.5499999999999999
motor,mixed,0.505
motor,mem,0.5
mem,mixed,0.5999999999999999
mem,motor,0.85
