train_task,test_task,acc
mixed,motor,0.6
mixed,mem,0.7
motor,mixed,0.8
motor,mem,0.8
mem,mixed,0.7
mem,motor,0.6
mixed,motor,0.7
mixed,mem,0.5
motor,mixed,0.75
motor,mem,0.6666666666666666
mem,mixed,0.7
mem,motor,0.75
mixed,motor,0.65
mixed,mem,0.65
motor,mixed,0.75
motor,mem,0.8
mem,mixed,0.8
mem,motor,0.9
mixed,motor,0.65
mixed,mem,0.8
motor,mixed,0.7
motor,mem,0.85
mem,mixed,0.55
mem,motor,0.5
mixed,motor,0.5882352941176471
mixed,mem,0.6111111111111112
motor,mixed,0.5882352941176471
motor,mem,0.6666666666666666
mem,mixed,0.5882352941176471
mem,motor,0.7647058823529411
mixed,motor,0.6470588235294118
mixed,mem,0.6111111111111112
motor,mixed,0.6666666666666666
motor,mem,0.6111111111111112
mem,mixed,0.7222222222222222
mem,motor,0.5882352941176471
mixed,motor,0.55
mixed,mem,0.5
motor,mixed,0.65
motor,mem,0.65
mem,mixed,0.8
mem,motor,0.75
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5555555555555556
motor,mixed,0.8
motor,mem,0.5555555555555556
mem,mixed,0.7
mem,motor,0.85
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.55
motor,mem,0.55
mem,mixed,0.75
mem,motor,0.8
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6
motor,mem,0.5
mem,mixed,0.8
mem,motor,0.85
mixed,motor,0.5294117647058824
mixed,mem,0.5
motor,mixed,0.7058823529411765
motor,mem,0.5
mem,mixed,0.7647058823529411
mem,motor,0.7647058823529411
mixed,motor,0.47058823529411764
mixed,mem,0.5
motor,mixed,0.6111111111111112
motor,mem,0.6111111111111112
mem,mixed,0.7777777777777778
mem,motor,0.5882352941176471
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7
mem,motor,0.65
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.55
motor,mem,0.6
mem,mixed,0.5
mem,motor,0.55
mixed,motor,0.8
mixed,mem,0.65
motor,mixed,0.7
motor,mem,0.65
mem,mixed,0.55
mem,motor,0.55
mixed,motor,0.55
