train_task,test_task,acc
mixed,motor,1.0
mixed,mem,0.9949999999999999
motor,mixed,0.8049999999999999
motor,mem,0.78
mem,mixed,0.95
mem,motor,1.0
mixed,motor,0.7649999999999999
mixed,mem,0.9000000000000001
motor,mixed,0.5249999999999999
motor,mem,0.525
mem,mixed,0.8049999999999999
mem,motor,0.6850000000000002
mixed,motor,1.0
mixed,mem,0.8449999999999998
motor,mixed,0.6049999999999999
motor,mem,0.6049999999999999
mem,mixed,0.82
mem,motor,0.93
mixed,motor,0.9549999999999998
mixed,mem,0.9550000000000001
motor,mixed,0.66
motor,mem,0.8099999999999999
mem,mixed,0.9349999999999999
mem,motor,0.89
mixed,motor,0.9800000000000001
mixed,mem,1.0
motor,mixed,0.6950000000000001
motor,mem,0.96
mem,mixed,0.8950000000000001
mem,motor,1.0
mixed,motor,0.915
mixed,mem,1.0
motor,mixed,0.5449999999999999
motor,mem,0.575
mem,mixed,0.6900000000000001
mem,motor,0.75
mixed,motor,0.9199999999999999
mixed,mem,0.9800000000000001
motor,mixed,0.5499999999999999
motor,mem,0.525
mem,mixed,0.9949999999999999
mem,motor,0.925
mixed,motor,0.85
mixed,mem,0.8499999999999999
motor,mixed,0.5649999999999998
motor,mem,0.605
mem,mixed,0.9099999999999999
mem,motor,0.925
