,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.8
1,MSC01,MSC02,motor,0.95
2,MSC01,MSC02,mem,0.9
3,MSC01,MSC03,mixed,0.75
4,MSC01,MSC03,motor,0.9
5,MSC01,MSC03,mem,1.0
6,MSC01,MSC04,mixed,0.9
7,MSC01,MSC04,motor,1.0
8,MSC01,MSC04,mem,0.85
9,MSC01,MSC05,mixed,0.95
10,MSC01,MSC05,motor,0.9
11,MSC01,MSC05,mem,0.95
12,MSC01,MSC06,mixed,0.65
13,MSC01,MSC06,motor,0.8
14,MSC01,MSC06,mem,0.7
15,MSC01,MSC07,mixed,1.0
16,MSC01,MSC07,motor,0.95
17,MSC01,MSC07,mem,1.0
18,MSC01,MSC10,mixed,0.85
19,MSC01,MSC10,motor,1.0
20,MSC01,MSC10,mem,0.95
21,MSC02,MSC01,mixed,0.85
22,MSC02,MSC01,motor,0.8
23,MSC02,MSC01,mem,1.0
24,MSC02,MSC03,mixed,0.9
25,MSC02,MSC03,motor,0.85
26,MSC02,MSC03,mem,1.0
27,MSC02,MSC04,mixed,0.8
28,MSC02,MSC04,motor,0.9
29,MSC02,MSC04,mem,1.0
30,MSC02,MSC05,mixed,0.8
31,MSC02,MSC05,motor,0.9
32,MSC02,MSC05,mem,1.0
33,MSC02,MSC06,mixed,0.7
34,MSC02,MSC06,motor,0.75
35,MSC02,MSC06,mem,0.95
36,MSC02,MSC07,mixed,0.85
37,MSC02,MSC07,motor,0.95
38,MSC02,MSC07,mem,1.0
39,MSC02,MSC10,mixed,0.65
40,MSC02,MSC10,motor,0.8
41,MSC02,MSC10,mem,0.9
42,MSC03,MSC01,mixed,0.55
43,MSC03,MSC01,motor,0.85
44,MSC03,MSC01,mem,0.65
45,MSC03,MSC02,mixed,0.85
46,MSC03,MSC02,motor,1.0
47,MSC03,MSC02,mem,0.65
48,MSC03,MSC04,mixed,0.8
49,MSC03,MSC04,motor,0.95
50,MSC03,MSC04,mem,0.9
51,MSC03,MSC05,mixed,0.9
52,MSC03,MSC05,motor,0.95
53,MSC03,MSC05,mem,0.95
54,MSC03,MSC06,mixed,0.55
55,MSC03,MSC06,motor,0.9
56,MSC03,MSC06,mem,1.0
57,MSC03,MSC07,mixed,0.6
58,MSC03,MSC07,motor,0.95
59,MSC03,MSC07,mem,0.7
60,MSC03,MSC10,mixed,0.55
61,MSC03,MSC10,motor,1.0
62,MSC03,MSC10,mem,0.95
63,MSC04,MSC01,mixed,0.95
64,MSC04,MSC01,motor,1.0
65,MSC04,MSC01,mem,1.0
66,MSC04,MSC02,mixed,0.9
67,MSC04,MSC02,motor,1.0
68,MSC04,MSC02,mem,0.95
69,MSC04,MSC03,mixed,0.75
70,MSC04,MSC03,motor,0.95
71,MSC04,MSC03,mem,1.0
72,MSC04,MSC05,mixed,0.95
73,MSC04,MSC05,motor,0.95
74,MSC04,MSC05,mem,0.9
75,MSC04,MSC06,mixed,1.0
76,MSC04,MSC06,motor,0.95
77,MSC04,MSC06,mem,1.0
78,MSC04,MSC07,mixed,0.65
79,MSC04,MSC07,motor,1.0
80,MSC04,MSC07,mem,1.0
81,MSC04,MSC10,mixed,0.9
82,MSC04,MSC10,motor,1.0
83,MSC04,MSC10,mem,1.0
84,MSC05,MSC01,mixed,0.95
85,MSC05,MSC01,motor,0.9
86,MSC05,MSC01,mem,1.0
87,MSC05,MSC02,mixed,0.6
88,MSC05,MSC02,motor,0.85
89,MSC05,MSC02,mem,0.8
90,MSC05,MSC03,mixed,0.95
91,MSC05,MSC03,motor,1.0
92,MSC05,MSC03,mem,0.95
93,MSC05,MSC04,mixed,0.8
94,MSC05,MSC04,motor,0.95
95,MSC05,MSC04,mem,0.85
96,MSC05,MSC06,mixed,0.85
97,MSC05,MSC06,motor,0.9
98,MSC05,MSC06,mem,1.0
99,MSC05,MSC07,mixed,0.95
100,MSC05,MSC07,motor,0.9
101,MSC05,MSC07,mem,0.9
102,MSC05,MSC10,mixed,0.85
103,MSC05,MSC10,motor,0.9
104,MSC05,MSC10,mem,0.9
105,MSC06,MSC01,mixed,0.8
106,MSC06,MSC01,motor,0.9
107,MSC06,MSC01,mem,1.0
108,MSC06,MSC02,mixed,0.75
109,MSC06,MSC02,motor,1.0
110,MSC06,MSC02,mem,0.9
111,MSC06,MSC03,mixed,0.75
112,MSC06,MSC03,motor,0.9
113,MSC06,MSC03,mem,1.0
114,MSC06,MSC04,mixed,1.0
115,MSC06,MSC04,motor,0.95
116,MSC06,MSC04,mem,0.95
117,MSC06,MSC05,mixed,0.75
118,MSC06,MSC05,motor,0.9
119,MSC06,MSC05,mem,0.95
120,MSC06,MSC07,mixed,0.9
121,MSC06,MSC07,motor,0.8
122,MSC06,MSC07,mem,1.0
123,MSC06,MSC10,mixed,0.85
124,MSC06,MSC10,motor,0.8
125,MSC06,MSC10,mem,1.0
126,MSC07,MSC01,mixed,0.95
127,MSC07,MSC01,motor,0.6
128,MSC07,MSC01,mem,1.0
129,MSC07,MSC02,mixed,0.8
130,MSC07,MSC02,motor,0.65
131,MSC07,MSC02,mem,0.95
132,MSC07,MSC03,mixed,0.6
133,MSC07,MSC03,motor,0.85
134,MSC07,MSC03,mem,0.9
135,MSC07,MSC04,mixed,0.65
136,MSC07,MSC04,motor,0.95
137,MSC07,MSC04,mem,0.9
138,MSC07,MSC05,mixed,0.5
139,MSC07,MSC05,motor,0.9
140,MSC07,MSC05,mem,0.9
141,MSC07,MSC06,mixed,0.55
142,MSC07,MSC06,motor,0.9
143,MSC07,MSC06,mem,0.9
144,MSC07,MSC10,mixed,0.6
145,MSC07,MSC10,motor,0.9
146,MSC07,MSC10,mem,0.95
147,MSC10,MSC01,mixed,0.65
148,MSC10,MSC01,motor,0.8
149,MSC10,MSC01,mem,1.0
150,MSC10,MSC02,mixed,0.55
151,MSC10,MSC02,motor,0.9
152,MSC10,MSC02,mem,0.95
153,MSC10,MSC03,mixed,0.6
154,MSC10,MSC03,motor,0.9
155,MSC10,MSC03,mem,1.0
156,MSC10,MSC04,mixed,0.7
157,MSC10,MSC04,motor,0.9
158,MSC10,MSC04,mem,0.95
159,MSC10,MSC05,mixed,0.65
160,MSC10,MSC05,motor,0.8
161,MSC10,MSC05,mem,0.9
162,MSC10,MSC06,mixed,0.7
163,MSC10,MSC06,motor,0.65
164,MSC10,MSC06,mem,0.85
165,MSC10,MSC07,mixed,0.55
166,MSC10,MSC07,motor,0.9
167,MSC10,MSC07,mem,0.7
