train_task,test_task,acc
mixed,motor,0.985
mixed,mem,0.99
motor,mixed,0.7699999999999999
motor,mem,0.7100000000000001
mem,mixed,0.96
mem,motor,0.99
mixed,motor,0.8049999999999999
mixed,mem,0.8949999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.65
mem,motor,0.7749999999999999
mixed,motor,0.9549999999999998
mixed,mem,0.925
motor,mixed,0.505
motor,mem,0.8049999999999999
mem,mixed,0.6300000000000001
mem,motor,0.89
mixed,motor,0.95
mixed,mem,1.0
motor,mixed,0.7
motor,mem,0.7649999999999999
mem,mixed,0.905
mem,motor,0.9400000000000001
mixed,motor,0.9550000000000001
mixed,mem,1.0
motor,mixed,0.5549999999999999
motor,mem,0.795
mem,mixed,0.875
mem,motor,0.9850000000000001
mixed,motor,0.9200000000000002
mixed,mem,1.0
motor,mixed,0.755
motor,mem,0.885
mem,mixed,0.7699999999999998
mem,motor,0.8400000000000001
mixed,motor,0.875
mixed,mem,0.9400000000000001
motor,mixed,0.51
motor,mem,0.5
mem,mixed,0.89
mem,motor,0.7999999999999999
mixed,motor,0.8249999999999998
mixed,mem,0.945
motor,mixed,0.645
motor,mem,0.605
mem,mixed,0.9200000000000002
mem,motor,0.89
