train_task,test_task,acc
motor,mixed,0.58
motor,mem,0.71
mem,mixed,0.5549999999999999
mem,motor,0.8299999999999998
mixed,motor,0.655
mixed,mem,0.7050000000000001
motor,mixed,0.49000000000000005
motor,mem,0.5
mem,mixed,0.4750000000000001
mem,motor,0.73
mixed,motor,0.8299999999999998
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5149999999999999
mem,motor,0.7749999999999999
mixed,motor,0.6950000000000001
mixed,mem,0.675
motor,mixed,0.7000000000000001
motor,mem,0.6300000000000001
mem,mixed,0.655
mem,motor,0.7050000000000001
mixed,motor,0.655
mixed,mem,0.6449999999999998
motor,mixed,0.495
motor,mem,0.47000000000000003
mem,mixed,0.7350000000000001
mem,motor,0.565
mixed,motor,0.505
mixed,mem,0.73
motor,mixed,0.5
motor,mem,0.5599999999999999
mem,mixed,0.615
mem,motor,0.495
mixed,motor,0.43
mixed,mem,0.175
motor,mixed,0.5
motor,mem,0.6300000000000001
mem,mixed,0.65
mem,motor,0.5850000000000001
mixed,motor,0.63
mixed,mem,0.635
motor,mixed,0.5
motor,mem,0.505
mem,mixed,0.8
mem,motor,0.6499999999999999
mixed,motor,0.7100000000000001
mixed,mem,0.735
motor,mixed,0.5549999999999999
motor,mem,0.505
mem,mixed,0.76
mem,motor,0.7350000000000001
mixed,motor,0.23499999999999996
mixed,mem,0.545
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.515
mem,motor,0.53
mixed,motor,0.32
mixed,mem,0.655
motor,mixed,0.625
motor,mem,0.635
mem,mixed,0.8149999999999998
mem,motor,0.685
mixed,motor,0.45000000000000007
mixed,mem,0.5
motor,mixed,0.41500000000000004
motor,mem,0.385
mem,mixed,0.505
mem,motor,0.4400000000000001
mixed,motor,0.5499999999999999
mixed,mem,0.5499999999999999
motor,mixed,0.6449999999999999
motor,mem,0.6049999999999999
mem,mixed,0.445
mem,motor,0.42000000000000004
mixed,motor,0.805
mixed,mem,0.675
motor,mixed,0.6299999999999999
motor,mem,0.685
mem,mixed,0.8550000000000001
mem,motor,0.9650000000000001
mixed,motor,0.71
mixed,mem,0.73
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.4700000000000001
mem,motor,0.5549999999999999
mixed,motor,0.6900000000000002
mixed,mem,0.6950000000000001
motor,mixed,0.53
motor,mem,0.5399999999999999
mem,mixed,0.7999999999999999
mem,motor,0.6799999999999998
mixed,motor,0.6200000000000001
mixed,mem,0.675
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.505
mem,motor,0.755
mixed,motor,0.5349999999999999
mixed,mem,0.5700000000000001
motor,mixed,0.51
motor,mem,0.51
mem,mixed,0.8299999999999998
mem,motor,0.825
mixed,motor,0.675
mixed,mem,0.7999999999999999
motor,mixed,0.505
motor,mem,0.5599999999999999
mem,mixed,0.865
mem,motor,0.605
mixed,motor,0.4800000000000001
mixed,mem,0.665
motor,mixed,0.5
motor,mem,0.585
mem,mixed,0.7949999999999998
mem,motor,0.48500000000000004
mixed,motor,0.47000000000000003
mixed,mem,0.47000000000000003
motor,mixed,0.5499999999999999
motor,mem,0.62
mem,mixed,0.5449999999999999
mem,motor,0.5
mixed,motor,0.61
mixed,mem,0.595
motor,mixed,0.5349999999999999
motor,mem,0.62
mem,mixed,0.505
mem,motor,0.5199999999999999
mixed,motor,0.645
mixed,mem,0.8550000000000001
motor,mixed,0.5599999999999999
motor,mem,0.645
mem,mixed,0.725
mem,motor,0.5499999999999999
mixed,motor,0.49000000000000005
mixed,mem,0.73
motor,mixed,0.6950000000000001
motor,mem,0.59
mem,mixed,0.6500000000000001
mem,motor,0.475
mixed,motor,0.5549999999999999
mixed,mem,0.9149999999999998
motor,mixed,0.5449999999999999
motor,mem,0.67
mem,mixed,0.7000000000000001
mem,motor,0.4999999999999999
mixed,motor,0.575
mixed,mem,0.6900000000000001
motor,mixed,0.37500000000000006
motor,mem,0.4450000000000001
mem,mixed,0.515
mem,motor,0.465
mixed,motor,0.45
mixed,mem,0.585
motor,mixed,0.5
motor,mem,0.5549999999999999
mem,mixed,0.7449999999999999
mem,motor,0.585
mixed,motor,0.5
mixed,mem,0.5799999999999998
motor,mixed,0.755
motor,mem,0.8450000000000001
mem,mixed,0.625
mem,motor,0.595
mixed,motor,0.51
mixed,mem,0.5399999999999999
motor,mixed,0.48999999999999994
motor,mem,0.615
mem,mixed,0.44000000000000006
mem,motor,0.49000000000000005
mixed,motor,0.6050000000000002
mixed,mem,0.7000000000000001
motor,mixed,0.6349999999999999
motor,mem,0.685
mem,mixed,0.69
mem,motor,0.575
mixed,motor,0.5599999999999999
mixed,mem,0.575
motor,mixed,0.53
motor,mem,0.5349999999999999
mem,mixed,0.79
mem,motor,0.6799999999999999
mixed,motor,0.465
mixed,mem,0.575
motor,mixed,0.5700000000000001
motor,mem,0.635
mem,mixed,0.55
mem,motor,0.43000000000000005
mixed,motor,0.29
mixed,mem,0.63
motor,mixed,0.44000000000000006
motor,mem,0.4000000000000001
mem,mixed,0.76
mem,motor,0.5799999999999998
mixed,motor,0.37500000000000006
mixed,mem,0.525
motor,mixed,0.49000000000000005
motor,mem,0.495
mem,mixed,0.6099999999999999
mem,motor,0.48500000000000004
mixed,motor,0.5449999999999999
mixed,mem,0.6950000000000001
motor,mixed,0.5399999999999999
motor,mem,0.675
mem,mixed,0.51
mem,motor,0.51
mixed,motor,0.5549999999999999
mixed,mem,0.5449999999999999
motor,mixed,0.495
motor,mem,0.55
mem,mixed,0.505
mem,motor,0.5149999999999999
mixed,motor,0.625
mixed,mem,0.9
motor,mixed,0.41500000000000004
motor,mem,0.5800000000000001
mem,mixed,0.775
mem,motor,0.51
mixed,motor,0.58
mixed,mem,0.8049999999999999
motor,mixed,0.5
motor,mem,0.495
mem,mixed,0.745
mem,motor,0.58
mixed,motor,0.5700000000000001
mixed,mem,0.5149999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.505
