train_task,test_task,acc
mixed,motor,0.53
mixed,mem,0.6099999999999999
motor,mixed,0.7400000000000001
motor,mem,0.7050000000000002
mem,mixed,0.7250000000000001
mem,motor,0.6950000000000001
mixed,motor,0.5549999999999999
mixed,mem,0.57
motor,mixed,0.74
motor,mem,0.7999999999999999
mem,mixed,0.655
mem,motor,0.6249999999999999
mixed,motor,0.6249999999999998
mixed,mem,0.58
motor,mixed,0.7050000000000001
motor,mem,0.7150000000000001
mem,mixed,0.7699999999999999
mem,motor,0.835
mixed,motor,0.565
mixed,mem,0.6249999999999999
motor,mixed,0.745
motor,mem,0.8950000000000001
mem,mixed,0.82
mem,motor,0.7999999999999999
mixed,motor,0.6199999999999999
mixed,mem,0.68
motor,mixed,0.73
motor,mem,0.9100000000000001
mem,mixed,0.7150000000000001
mem,motor,0.765
mixed,motor,0.8850000000000001
mixed,mem,0.8950000000000001
motor,mixed,0.925
motor,mem,0.7999999999999999
mem,mixed,0.9800000000000001
mem,motor,0.9400000000000001
mixed,motor,0.705
mixed,mem,0.6950000000000001
motor,mixed,0.695
motor,mem,0.725
mem,mixed,0.7649999999999999
mem,motor,0.8299999999999998
mixed,motor,0.825
mixed,mem,0.8549999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.85
mem,motor,0.8600000000000001
mixed,motor,0.595
mixed,mem,0.8149999999999998
motor,mixed,0.53
motor,mem,0.5
mem,mixed,0.655
mem,motor,0.655
mixed,motor,0.665
mixed,mem,0.65
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.825
mem,motor,0.9450000000000001
mixed,motor,0.665
mixed,mem,0.7750000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.8399999999999999
mem,motor,0.7899999999999998
mixed,motor,0.6950000000000001
mixed,mem,0.665
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.825
mem,motor,0.9400000000000001
mixed,motor,0.72
mixed,mem,0.835
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.915
mem,motor,0.95
mixed,motor,0.595
mixed,mem,0.5799999999999998
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7849999999999999
mem,motor,0.76
mixed,motor,0.6099999999999999
mixed,mem,0.55
motor,mixed,0.525
motor,mem,0.6
mem,mixed,0.77
mem,motor,0.77
mixed,motor,0.79
mixed,mem,0.6950000000000001
motor,mixed,0.5899999999999999
motor,mem,0.595
mem,mixed,0.725
mem,motor,0.68
mixed,motor,0.86
mixed,mem,0.72
motor,mixed,0.75
motor,mem,0.845
mem,mixed,0.7350000000000001
mem,motor,0.8049999999999999
mixed,motor,0.735
mixed,mem,0.8549999999999999
motor,mixed,0.7699999999999999
motor,mem,0.89
mem,mixed,0.8150000000000001
mem,motor,0.66
mixed,motor,0.5399999999999999
mixed,mem,0.55
motor,mixed,0.59
motor,mem,0.4750000000000001
mem,mixed,0.725
mem,motor,0.7899999999999999
mixed,motor,0.575
mixed,mem,0.57
motor,mixed,0.5499999999999999
motor,mem,0.5499999999999999
mem,mixed,0.8049999999999999
mem,motor,0.945
mixed,motor,0.5999999999999999
mixed,mem,0.545
motor,mixed,0.5449999999999999
motor,mem,0.655
mem,mixed,0.8099999999999999
mem,motor,0.915
mixed,motor,0.565
mixed,mem,0.565
motor,mixed,0.66
motor,mem,0.675
mem,mixed,0.865
mem,motor,0.8600000000000001
mixed,motor,0.72
mixed,mem,0.8699999999999999
motor,mixed,0.7849999999999999
motor,mem,0.8550000000000001
mem,mixed,0.615
mem,motor,0.5549999999999999
mixed,motor,0.655
