train_task,test_task,acc
mixed,motor,0.9649999999999999
mixed,mem,0.76
motor,mixed,0.89
motor,mem,0.6450000000000001
mem,mixed,0.845
mem,motor,0.8699999999999999
mixed,motor,0.7150000000000001
mixed,mem,0.5499999999999999
motor,mixed,0.505
motor,mem,0.505
mem,mixed,0.5249999999999999
mem,motor,0.7799999999999999
mixed,motor,0.9000000000000001
mixed,mem,0.7949999999999998
motor,mixed,0.5999999999999999
motor,mem,0.6199999999999999
mem,mixed,0.5999999999999999
mem,motor,0.655
mixed,motor,0.9549999999999998
mixed,mem,0.9800000000000001
motor,mixed,0.6249999999999999
motor,mem,0.82
mem,mixed,0.755
mem,motor,0.8549999999999999
mixed,motor,0.925
mixed,mem,1.0
motor,mixed,0.51
motor,mem,0.6450000000000001
mem,mixed,0.7200000000000001
mem,motor,0.8900000000000002
mixed,motor,0.8800000000000001
mixed,mem,0.99
motor,mixed,0.5549999999999999
motor,mem,0.64
mem,mixed,0.595
mem,motor,0.86
mixed,motor,0.7699999999999999
mixed,mem,0.8099999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.6100000000000001
mem,motor,0.55
mixed,motor,0.7949999999999999
mixed,mem,0.93
motor,mixed,0.5
motor,mem,0.6500000000000001
mem,mixed,0.51
mem,motor,0.7699999999999999
