train_task,test_task,acc
mixed,motor,0.9949999999999999
mixed,mem,0.845
motor,mixed,0.8099999999999999
motor,mem,0.6500000000000001
mem,mixed,0.9349999999999999
mem,motor,0.9549999999999998
mixed,motor,0.77
mixed,mem,0.8499999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.745
mem,motor,0.6500000000000001
mixed,motor,1.0
mixed,mem,0.9375
motor,mixed,0.5399999999999999
motor,mem,0.60625
mem,mixed,0.6312500000000001
mem,motor,0.8687500000000001
mixed,motor,0.95
mixed,mem,0.9600000000000002
motor,mixed,0.5799999999999998
motor,mem,0.6399999999999999
mem,mixed,0.9049999999999999
mem,motor,0.89
mixed,motor,0.9549999999999998
mixed,mem,1.0
motor,mixed,0.5899999999999999
motor,mem,0.8850000000000001
mem,mixed,0.8449999999999998
mem,motor,0.9949999999999999
mixed,motor,0.9777777777777779
mixed,mem,1.0
motor,mixed,0.5499999999999999
motor,mem,0.5944444444444444
mem,mixed,0.755
mem,motor,0.8944444444444446
mixed,motor,0.8333333333333333
mixed,mem,0.9000000000000001
motor,mixed,0.5055555555555555
motor,mem,0.5
mem,mixed,0.9099999999999999
mem,motor,0.7166666666666667
mixed,motor,0.86
mixed,mem,0.9549999999999998
motor,mixed,0.505
motor,mem,0.63
mem,mixed,0.755
mem,motor,0.9
