train_task,test_task,acc
mixed,motor,1.0
mixed,mem,0.9949999999999999
motor,mixed,0.82
motor,mem,0.8149999999999998
mem,mixed,0.95
mem,motor,1.0
mixed,motor,0.7300000000000001
mixed,mem,0.9000000000000001
motor,mixed,0.51
motor,mem,0.5
mem,mixed,0.7999999999999999
mem,motor,0.675
mixed,motor,1.0
mixed,mem,0.8349999999999997
motor,mixed,0.61
motor,mem,0.6049999999999999
mem,mixed,0.7999999999999999
mem,motor,0.865
mixed,motor,0.95
mixed,mem,0.9600000000000002
motor,mixed,0.66
motor,mem,0.8399999999999999
mem,mixed,0.9349999999999999
mem,motor,0.8800000000000001
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,0.72
motor,mem,0.95
mem,mixed,0.905
mem,motor,1.0
mixed,motor,0.8800000000000001
mixed,mem,0.95
motor,mixed,0.5499999999999999
motor,mem,0.575
mem,mixed,0.7
mem,motor,0.67
mixed,motor,0.865
mixed,mem,0.95
motor,mixed,0.5549999999999999
motor,mem,0.515
mem,mixed,0.9899999999999999
mem,motor,0.925
mixed,motor,0.8800000000000001
mixed,mem,0.85
motor,mixed,0.645
motor,mem,0.67
mem,mixed,0.9349999999999999
mem,motor,0.9100000000000001
