train_task,test_task,acc
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.45
mem,mixed,0.495
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.525
motor,mem,0.525
mem,mixed,0.5449999999999999
mem,motor,0.5449999999999999
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.51
motor,mem,0.51
mem,mixed,0.505
mem,motor,0.505
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.735
motor,mem,0.735
mem,mixed,0.505
mem,motor,0.505
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.525
mem,motor,0.52
mixed,motor,0.78
mixed,mem,0.7100000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.755
mem,motor,0.8399999999999999
mixed,motor,0.615
mixed,mem,0.66
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.6900000000000002
mem,motor,0.7050000000000001
mixed,motor,0.665
mixed,mem,0.6699999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7100000000000001
mem,motor,0.8150000000000001
mixed,motor,0.7050000000000001
mixed,mem,0.7050000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.9199999999999999
mem,motor,0.845
mixed,motor,0.6900000000000002
mixed,mem,0.5999999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.745
mem,motor,0.8600000000000001
mixed,motor,0.67
mixed,mem,0.6599999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.9200000000000002
mem,motor,0.8750000000000002
mixed,motor,0.725
mixed,mem,0.655
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7699999999999999
mem,motor,0.8950000000000001
mixed,motor,0.7050000000000001
mixed,mem,0.725
motor,mixed,0.525
motor,mem,0.77
mem,mixed,0.645
mem,motor,0.89
mixed,motor,0.63
mixed,mem,0.6950000000000001
motor,mixed,0.49000000000000005
motor,mem,0.6199999999999999
mem,mixed,0.76
mem,motor,0.6250000000000002
mixed,motor,0.8950000000000001
mixed,mem,0.75
motor,mixed,0.885
motor,mem,0.885
mem,mixed,0.905
mem,motor,0.8099999999999999
mixed,motor,0.75
mixed,mem,0.865
motor,mixed,0.85
motor,mem,0.915
mem,mixed,0.74
mem,motor,0.62
mixed,motor,0.625
mixed,mem,0.6299999999999999
motor,mixed,0.665
motor,mem,0.7
mem,mixed,0.7350000000000001
mem,motor,0.8400000000000001
mixed,motor,0.76
mixed,mem,0.7150000000000001
motor,mixed,0.5449999999999999
motor,mem,0.59
mem,mixed,0.85
mem,motor,0.9199999999999999
mixed,motor,0.8
mixed,mem,0.73
motor,mixed,0.5499999999999999
motor,mem,0.7550000000000001
mem,mixed,0.5549999999999999
mem,motor,0.8700000000000001
mixed,motor,0.53
mixed,mem,0.53
motor,mixed,0.595
motor,mem,0.6699999999999999
mem,mixed,0.5149999999999999
mem,motor,0.5149999999999999
mixed,motor,0.63
mixed,mem,0.6799999999999999
motor,mixed,0.8299999999999998
motor,mem,0.835
mem,mixed,0.7699999999999999
mem,motor,0.755
mixed,motor,0.8350000000000002
mixed,mem,0.8299999999999998
motor,mixed,0.8300000000000001
motor,mem,0.82
mem,mixed,0.7150000000000001
mem,motor,0.7799999999999999
mixed,motor,0.805
mixed,mem,0.8649999999999999
motor,mixed,0.7749999999999999
motor,mem,0.905
mem,mixed,0.8350000000000002
mem,motor,0.75
mixed,motor,0.845
mixed,mem,0.8949999999999999
motor,mixed,0.7699999999999998
motor,mem,0.82
mem,mixed,0.9200000000000002
mem,motor,0.8650000000000002
mixed,motor,0.8150000000000001
mixed,mem,0.8150000000000001
motor,mixed,0.7749999999999999
motor,mem,0.76
mem,mixed,0.7849999999999999
mem,motor,0.82
mixed,motor,0.875
mixed,mem,0.915
motor,mixed,0.725
motor,mem,0.845
mem,mixed,0.86
mem,motor,0.89
mixed,motor,0.505
mixed,mem,0.505
motor,mixed,0.595
motor,mem,0.7550000000000001
mem,mixed,0.57
mem,motor,0.655
mixed,motor,0.45499999999999996
mixed,mem,0.5
motor,mixed,0.7000000000000001
motor,mem,0.7300000000000001
mem,mixed,0.53
mem,motor,0.525
mixed,motor,0.86
mixed,mem,0.835
motor,mixed,0.635
motor,mem,0.5549999999999999
mem,mixed,0.8399999999999999
mem,motor,0.975
mixed,motor,0.6500000000000001
mixed,mem,0.6049999999999999
motor,mixed,0.72
motor,mem,0.725
mem,mixed,0.805
mem,motor,0.8699999999999999
mixed,motor,0.6300000000000001
mixed,mem,0.7449999999999999
motor,mixed,0.6400000000000001
motor,mem,0.745
mem,mixed,0.665
mem,motor,0.6449999999999999
mixed,motor,0.5999999999999999
mixed,mem,0.575
motor,mixed,0.52
motor,mem,0.5599999999999998
mem,mixed,0.865
mem,motor,0.9200000000000002
mixed,motor,0.7100000000000001
mixed,mem,0.6900000000000001
motor,mixed,0.5399999999999999
motor,mem,0.6099999999999999
mem,mixed,0.805
mem,motor,0.8450000000000001
