train_task,test_task,acc
mixed,motor,0.905
mixed,mem,0.755
motor,mixed,0.9400000000000001
motor,mem,0.6900000000000002
mem,mixed,0.8550000000000001
mem,motor,0.8350000000000002
mixed,motor,0.6599999999999999
mixed,mem,0.6599999999999999
motor,mixed,0.9000000000000001
motor,mem,0.7549999999999998
mem,mixed,0.8
mem,motor,0.72
mixed,motor,0.7249999999999999
mixed,mem,0.5900000000000001
motor,mixed,0.77
motor,mem,0.63
mem,mixed,0.48999999999999994
mem,motor,0.5650000000000001
mixed,motor,0.7649999999999999
mixed,mem,0.5499999999999999
motor,mixed,0.95
motor,mem,0.6400000000000001
mem,mixed,0.8400000000000001
mem,motor,0.7950000000000002
mixed,motor,0.575
mixed,mem,0.53
motor,mixed,0.6300000000000001
motor,mem,0.515
mem,mixed,0.575
mem,motor,0.585
mixed,motor,0.8450000000000001
mixed,mem,0.55
motor,mixed,0.64
motor,mem,0.5950000000000001
mem,mixed,0.7299999999999999
mem,motor,0.835
mixed,motor,0.85
mixed,mem,0.45499999999999996
motor,mixed,0.635
motor,mem,0.44000000000000006
mem,mixed,0.385
mem,motor,0.445
mixed,motor,0.5400000000000001
mixed,mem,0.67
motor,mixed,0.57
motor,mem,0.605
mem,mixed,0.635
mem,motor,0.495
