train_task,test_task,acc
mixed,motor,0.95
mixed,mem,0.925
motor,mixed,0.975
motor,mem,0.9200000000000002
mem,mixed,0.9550000000000001
mem,motor,0.8549999999999999
mixed,motor,0.7649999999999999
mixed,mem,0.635
motor,mixed,0.51
motor,mem,0.5449999999999999
mem,mixed,0.51
mem,motor,0.65
mixed,motor,0.9149999999999998
mixed,mem,0.89
motor,mixed,0.6549999999999999
motor,mem,0.5599999999999999
mem,mixed,0.685
mem,motor,0.7050000000000001
mixed,motor,0.675
mixed,mem,0.7349999999999999
motor,mixed,0.5599999999999999
motor,mem,0.515
mem,mixed,0.755
mem,motor,0.5700000000000001
mixed,motor,0.7299999999999999
mixed,mem,0.8799999999999999
motor,mixed,0.5149999999999999
motor,mem,0.6650000000000001
mem,mixed,0.6500000000000001
mem,motor,0.7799999999999999
mixed,motor,0.6050000000000002
mixed,mem,0.7999999999999999
motor,mixed,0.5549999999999999
motor,mem,0.575
mem,mixed,0.7999999999999998
mem,motor,0.645
mixed,motor,0.8500000000000002
mixed,mem,0.5700000000000001
motor,mixed,0.575
motor,mem,0.505
mem,mixed,0.635
mem,motor,0.775
mixed,motor,0.8250000000000002
mixed,mem,0.7
motor,mixed,0.6649999999999999
motor,mem,0.57
mem,mixed,0.74
mem,motor,0.8049999999999999
