train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.495
mixed,mem,MSC01,MSC02,0.495
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.6299999999999999
mem,motor,MSC01,MSC02,0.575
mixed,motor,MSC01,MSC03,0.58
mixed,mem,MSC01,MSC03,0.525
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.52
mem,motor,MSC01,MSC03,0.495
mixed,motor,MSC01,MSC04,0.505
mixed,mem,MSC01,MSC04,0.5199999999999999
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.5349999999999999
mem,motor,MSC01,MSC04,0.59
mixed,motor,MSC01,MSC05,0.495
mixed,mem,MSC01,MSC05,0.5
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.6250000000000001
mem,motor,MSC01,MSC05,0.565
mixed,motor,MSC01,MSC06,0.5
mixed,mem,MSC01,MSC06,0.505
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.645
mem,motor,MSC01,MSC06,0.54
mixed,motor,MSC01,MSC07,0.48
mixed,mem,MSC01,MSC07,0.505
motor,mixed,MSC01,MSC07,0.5
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.5
mem,motor,MSC01,MSC07,0.54
mixed,motor,MSC01,MSC10,0.505
mixed,mem,MSC01,MSC10,0.505
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.6049999999999999
mem,motor,MSC01,MSC10,0.5149999999999999
mixed,motor,MSC02,MSC01,0.5
mixed,mem,MSC02,MSC01,0.5349999999999999
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.465
mem,motor,MSC02,MSC01,0.595
