train_task,test_task,train_sub,test_sub,acc
glass,semantic,MSC01,MSC02,0.36
glass,motor,MSC01,MSC02,0.47000000000000003
glass,mem,MSC01,MSC02,0.5599999999999999
semantic,glass,MSC01,MSC02,0.425
semantic,motor,MSC01,MSC02,0.49000000000000005
semantic,mem,MSC01,MSC02,0.51
motor,glass,MSC01,MSC02,0.495
motor,semantic,MSC01,MSC02,0.595
motor,mem,MSC01,MSC02,0.575
mem,glass,MSC01,MSC02,0.48
mem,semantic,MSC01,MSC02,0.485
mem,motor,MSC01,MSC02,0.6249999999999999
glass,semantic,MSC01,MSC03,0.39000000000000007
glass,motor,MSC01,MSC03,0.49000000000000005
glass,mem,MSC01,MSC03,0.5833333333333333
semantic,glass,MSC01,MSC03,0.3750000000000001
semantic,motor,MSC01,MSC03,0.6100000000000001
semantic,mem,MSC01,MSC03,0.4444444444444445
motor,glass,MSC01,MSC03,0.4050000000000001
motor,semantic,MSC01,MSC03,0.40499999999999997
motor,mem,MSC01,MSC03,0.47777777777777786
mem,glass,MSC01,MSC03,0.6899999999999998
mem,semantic,MSC01,MSC03,0.465
mem,motor,MSC01,MSC03,0.45500000000000007
glass,semantic,MSC01,MSC04,0.6250000000000001
glass,motor,MSC01,MSC04,0.395
glass,mem,MSC01,MSC04,0.535
semantic,glass,MSC01,MSC04,0.45499999999999996
semantic,motor,MSC01,MSC04,0.475
semantic,mem,MSC01,MSC04,0.525
motor,glass,MSC01,MSC04,0.41000000000000003
motor,semantic,MSC01,MSC04,0.575
motor,mem,MSC01,MSC04,0.475
mem,glass,MSC01,MSC04,0.41000000000000003
mem,semantic,MSC01,MSC04,0.395
mem,motor,MSC01,MSC04,0.505
glass,semantic,MSC01,MSC05,0.495
glass,motor,MSC01,MSC05,0.6250000000000001
glass,mem,MSC01,MSC05,0.56
semantic,glass,MSC01,MSC05,0.565
semantic,motor,MSC01,MSC05,0.6050000000000001
semantic,mem,MSC01,MSC05,0.35500000000000004
motor,glass,MSC01,MSC05,0.4800000000000001
motor,semantic,MSC01,MSC05,0.515
motor,mem,MSC01,MSC05,0.625
mem,glass,MSC01,MSC05,0.705
mem,semantic,MSC01,MSC05,0.43499999999999994
mem,motor,MSC01,MSC05,0.635
glass,semantic,MSC01,MSC06,0.31
glass,motor,MSC01,MSC06,0.5684210526315788
glass,mem,MSC01,MSC06,0.5
semantic,glass,MSC01,MSC06,0.5842105263157895
semantic,motor,MSC01,MSC06,0.41578947368421054
semantic,mem,MSC01,MSC06,0.615
motor,glass,MSC01,MSC06,0.47368421052631576
motor,semantic,MSC01,MSC06,0.525
motor,mem,MSC01,MSC06,0.5199999999999999
mem,glass,MSC01,MSC06,0.41052631578947374
mem,semantic,MSC01,MSC06,0.51
mem,motor,MSC01,MSC06,0.6789473684210526
glass,semantic,MSC01,MSC07,0.57
glass,motor,MSC01,MSC07,0.3789473684210526
