train_task,test_task,acc
mixed,motor,0.5900000000000001
mixed,mem,0.7699999999999999
motor,mixed,0.5599999999999999
motor,mem,0.545
mem,mixed,0.68
mem,motor,0.5599999999999999
mixed,motor,0.61
mixed,mem,0.615
motor,mixed,0.505
motor,mem,0.5599999999999999
mem,mixed,0.5700000000000001
mem,motor,0.77
mixed,motor,0.5499999999999999
mixed,mem,0.5499999999999999
motor,mixed,0.76
motor,mem,0.82
mem,mixed,0.845
mem,motor,0.8849999999999998
mixed,motor,0.565
mixed,mem,0.565
motor,mixed,0.72
motor,mem,0.7650000000000001
mem,mixed,0.7849999999999999
mem,motor,0.9700000000000001
mixed,motor,0.95
mixed,mem,0.925
motor,mixed,0.5700000000000001
motor,mem,0.615
mem,mixed,0.5499999999999999
mem,motor,0.7000000000000001
mixed,motor,0.5999999999999999
mixed,mem,0.595
motor,mixed,0.905
motor,mem,0.675
mem,mixed,0.905
mem,motor,0.9099999999999999
mixed,motor,0.865
mixed,mem,0.8549999999999999
motor,mixed,0.6700000000000002
motor,mem,0.73
mem,mixed,0.8700000000000001
mem,motor,0.7550000000000001
mixed,motor,0.665
mixed,mem,0.74
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.9649999999999999
mem,motor,0.9750000000000002
mixed,motor,0.72
mixed,mem,0.58
motor,mixed,0.5950000000000001
motor,mem,0.525
mem,mixed,0.6299999999999999
mem,motor,0.755
mixed,motor,0.8749999999999998
mixed,mem,0.7250000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.9349999999999999
mem,motor,0.945
mixed,motor,0.7000000000000001
mixed,mem,0.7050000000000001
motor,mixed,0.5449999999999999
motor,mem,0.5
mem,mixed,0.7949999999999999
mem,motor,0.7949999999999999
mixed,motor,0.7449999999999999
mixed,mem,0.82
motor,mixed,0.615
motor,mem,0.62
mem,mixed,0.9000000000000001
mem,motor,0.89
mixed,motor,0.5849999999999999
mixed,mem,0.5449999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.8049999999999999
mem,motor,0.7949999999999999
mixed,motor,0.62
mixed,mem,0.645
motor,mixed,0.5
motor,mem,0.52
mem,mixed,0.79
mem,motor,0.7100000000000002
mixed,motor,0.5
mixed,mem,0.5349999999999999
motor,mixed,0.505
motor,mem,0.6500000000000001
mem,mixed,0.76
mem,motor,0.7699999999999999
mixed,motor,0.8949999999999999
mixed,mem,0.78
motor,mixed,0.7100000000000001
motor,mem,0.74
mem,mixed,0.685
mem,motor,0.5999999999999999
mixed,motor,0.635
mixed,mem,0.5249999999999999
motor,mixed,0.5499999999999999
motor,mem,0.505
mem,mixed,0.76
mem,motor,0.675
mixed,motor,0.9200000000000002
mixed,mem,0.9199999999999999
motor,mixed,0.5700000000000001
motor,mem,0.6599999999999999
mem,mixed,0.5249999999999999
mem,motor,0.7150000000000001
mixed,motor,0.55
mixed,mem,0.505
motor,mixed,0.61
motor,mem,0.545
mem,mixed,0.5599999999999999
mem,motor,0.7100000000000001
mixed,motor,0.5650000000000002
mixed,mem,0.5599999999999999
motor,mixed,0.51
motor,mem,0.6199999999999999
mem,mixed,0.52
mem,motor,0.6649999999999999
mixed,motor,0.5599999999999999
mixed,mem,0.5149999999999999
motor,mixed,0.5199999999999999
motor,mem,0.59
mem,mixed,0.63
mem,motor,0.5549999999999999
mixed,motor,0.675
mixed,mem,0.675
motor,mixed,0.6200000000000001
motor,mem,0.8099999999999999
mem,mixed,0.8549999999999999
mem,motor,0.9099999999999999
mixed,motor,0.7499999999999998
mixed,mem,0.915
motor,mixed,0.625
motor,mem,0.6000000000000001
mem,mixed,0.6300000000000001
mem,motor,0.51
mixed,motor,0.7000000000000001
mixed,mem,0.7050000000000001
motor,mixed,0.63
motor,mem,0.73
mem,mixed,0.515
mem,motor,0.685
mixed,motor,0.8699999999999999
mixed,mem,0.975
motor,mixed,0.5549999999999999
motor,mem,0.6599999999999999
mem,mixed,0.5
mem,motor,0.595
mixed,motor,0.925
mixed,mem,0.925
motor,mixed,0.6950000000000001
motor,mem,0.65
mem,mixed,0.7350000000000001
mem,motor,0.745
mixed,motor,0.4600000000000001
mixed,mem,0.51
motor,mixed,0.605
motor,mem,0.5499999999999999
mem,mixed,0.735
mem,motor,0.725
mixed,motor,0.8150000000000001
mixed,mem,0.835
motor,mixed,0.645
motor,mem,0.675
mem,mixed,0.8550000000000001
mem,motor,0.735
mixed,motor,0.6449999999999999
mixed,mem,0.6799999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5449999999999999
mem,motor,0.595
mixed,motor,0.7
mixed,mem,0.73
motor,mixed,0.51
motor,mem,0.51
mem,mixed,0.5449999999999999
mem,motor,0.63
mixed,motor,0.7
mixed,mem,0.4499999999999999
motor,mixed,0.52
motor,mem,0.5
mem,mixed,0.66
mem,motor,0.6950000000000001
mixed,motor,0.78
mixed,mem,0.6950000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5900000000000001
mem,motor,0.655
mixed,motor,0.7799999999999999
mixed,mem,0.9149999999999998
motor,mixed,0.5850000000000001
motor,mem,0.6399999999999999
mem,mixed,0.57
mem,motor,0.6900000000000001
mixed,motor,0.78
mixed,mem,0.7300000000000001
motor,mixed,0.5899999999999999
motor,mem,0.5899999999999999
mem,mixed,0.635
mem,motor,0.565
mixed,motor,0.6649999999999999
mixed,mem,0.61
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.575
mem,motor,0.5149999999999999
mixed,motor,0.565
mixed,mem,0.505
motor,mixed,0.75
motor,mem,0.8899999999999999
mem,mixed,0.7900000000000001
mem,motor,0.8550000000000001
mixed,motor,0.575
mixed,mem,0.525
motor,mixed,0.76
motor,mem,0.7949999999999999
mem,mixed,0.6399999999999999
mem,motor,0.5449999999999999
mixed,motor,0.52
mixed,mem,0.6050000000000001
motor,mixed,0.6300000000000001
motor,mem,0.7849999999999999
mem,mixed,0.5650000000000001
mem,motor,0.59
mixed,motor,0.78
mixed,mem,0.6649999999999999
motor,mixed,0.79
motor,mem,0.8699999999999999
mem,mixed,0.8550000000000001
mem,motor,0.8049999999999999
mixed,motor,0.8099999999999999
mixed,mem,0.8150000000000001
motor,mixed,0.6849999999999999
motor,mem,0.8100000000000002
mem,mixed,0.61
mem,motor,0.8599999999999998
mixed,motor,0.7699999999999998
mixed,mem,0.615
motor,mixed,0.875
motor,mem,0.7949999999999999
mem,mixed,0.76
mem,motor,0.7649999999999999
mixed,motor,0.7749999999999999
mixed,mem,0.6950000000000001
motor,mixed,0.825
motor,mem,0.9349999999999999
mem,mixed,0.7999999999999999
mem,motor,0.7499999999999999
mixed,motor,0.8950000000000001
mixed,mem,0.8249999999999998
motor,mixed,0.6900000000000001
motor,mem,0.6849999999999999
mem,mixed,0.78
mem,motor,0.8799999999999999
mixed,motor,0.5549999999999999
mixed,mem,0.6850000000000002
motor,mixed,0.5799999999999998
motor,mem,0.58
mem,mixed,0.665
mem,motor,0.565
mixed,motor,0.6299999999999999
mixed,mem,0.74
motor,mixed,0.5050000000000001
motor,mem,0.705
mem,mixed,0.4800000000000001
mem,motor,0.66
mixed,motor,0.835
mixed,mem,0.755
motor,mixed,0.6049999999999999
motor,mem,0.625
mem,mixed,0.755
mem,motor,0.755
mixed,motor,0.6950000000000001
mixed,mem,0.8500000000000002
motor,mixed,0.735
motor,mem,0.775
mem,mixed,0.825
mem,motor,0.8400000000000001
mixed,motor,0.57
mixed,mem,0.5599999999999999
motor,mixed,0.5549999999999999
motor,mem,0.53
mem,mixed,0.615
mem,motor,0.8450000000000001
mixed,motor,0.6099999999999999
mixed,mem,0.6149999999999999
motor,mixed,0.59
motor,mem,0.75
mem,mixed,0.755
mem,motor,0.5700000000000001
mixed,motor,0.505
mixed,mem,0.505
motor,mixed,0.745
motor,mem,0.835
mem,mixed,0.7849999999999999
mem,motor,0.825
mixed,motor,0.61
mixed,mem,0.9299999999999999
motor,mixed,0.605
motor,mem,0.755
mem,mixed,0.5549999999999999
mem,motor,0.51
mixed,motor,0.7949999999999999
mixed,mem,0.8399999999999999
motor,mixed,0.735
motor,mem,0.905
mem,mixed,0.655
mem,motor,0.7999999999999999
mixed,motor,0.8700000000000001
mixed,mem,0.8700000000000001
motor,mixed,0.5900000000000001
motor,mem,0.645
mem,mixed,0.7899999999999999
mem,motor,0.805
mixed,motor,0.7100000000000001
mixed,mem,0.75
motor,mixed,0.8600000000000001
motor,mem,0.8299999999999998
mem,mixed,0.7699999999999999
mem,motor,0.7899999999999999
mixed,motor,0.7999999999999999
mixed,mem,0.8699999999999998
motor,mixed,0.565
motor,mem,0.5700000000000001
mem,mixed,0.76
mem,motor,0.8549999999999999
mixed,motor,0.7999999999999999
mixed,mem,0.7949999999999999
motor,mixed,0.6199999999999999
motor,mem,0.5799999999999998
mem,mixed,0.7999999999999999
mem,motor,0.8850000000000001
