train_task,test_task,acc
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.675
mem,motor,0.675
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,0.7749999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,0.7999999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5999999999999999
mem,motor,0.5555555555555555
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6199999999999999
motor,mem,1.0
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5499999999999999
motor,mixed,1.0
motor,mem,0.5499999999999999
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,1.0
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.75
mixed,mem,0.75
motor,mixed,0.5499999999999999
motor,mem,1.0
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,1.0
motor,mem,0.5
mem,mixed,1.0
mem,motor,0.9444444444444444
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,0.5
motor,mem,1.0
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,1.0
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.99
mixed,mem,0.5
motor,mixed,0.6700000000000002
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5499999999999999
mem,mixed,0.6
mem,motor,0.93125
mixed,motor,0.5499999999999999
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.595
motor,mem,0.5
mem,mixed,1.0
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5499999999999999
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.9100000000000001
mixed,mem,0.9100000000000001
motor,mixed,0.505
motor,mem,0.505
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.885
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.495
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.9949999999999999
mem,motor,1.0
mixed,motor,0.505
mixed,mem,0.50625
motor,mixed,1.0
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.49000000000000005
motor,mixed,0.5
motor,mem,0.5
mem,mixed,1.0
mem,motor,0.5
mixed,motor,0.47777777777777775
mixed,mem,0.495
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.62
mixed,mem,0.575
motor,mixed,0.5549999999999999
motor,mem,1.0
mem,mixed,0.505
mem,motor,0.505
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,1.0
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,1.0
motor,mem,1.0
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.74
mixed,mem,0.76875
motor,mixed,1.0
motor,mem,1.0
mem,mixed,0.7649999999999999
mem,motor,0.7649999999999999
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,0.6550000000000001
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6049999999999998
motor,mem,1.0
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.9800000000000001
motor,mixed,1.0
motor,mem,1.0
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,1.0
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5722222222222222
motor,mem,0.5
mem,mixed,0.835
mem,motor,1.0
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.9199999999999999
mixed,mem,0.9199999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,1.0
motor,mixed,1.0
motor,mem,0.8125
mem,mixed,1.0
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.9200000000000002
motor,mixed,0.5
