train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.505
mixed,mem,MSC01,MSC02,0.45000000000000007
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.525
mem,motor,MSC01,MSC02,0.545
mixed,motor,MSC01,MSC03,0.505
mixed,mem,MSC01,MSC03,0.495
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.5050000000000001
mem,motor,MSC01,MSC03,0.6599999999999999
mixed,motor,MSC01,MSC04,0.5249999999999999
mixed,mem,MSC01,MSC04,0.485
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.52
mem,motor,MSC01,MSC04,0.6050000000000001
mixed,motor,MSC01,MSC05,0.52
mixed,mem,MSC01,MSC05,0.5
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.58
mem,motor,MSC01,MSC05,0.6300000000000001
mixed,motor,MSC01,MSC06,0.48500000000000004
mixed,mem,MSC01,MSC06,0.5
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.51
mem,motor,MSC01,MSC06,0.5849999999999999
mixed,motor,MSC01,MSC07,0.5
mixed,mem,MSC01,MSC07,0.495
motor,mixed,MSC01,MSC07,0.5
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.51
mem,motor,MSC01,MSC07,0.475
mixed,motor,MSC01,MSC10,0.495
mixed,mem,MSC01,MSC10,0.5199999999999999
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.5
mem,motor,MSC01,MSC10,0.5349999999999999
mixed,motor,MSC02,MSC01,0.5
mixed,mem,MSC02,MSC01,0.5
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.37
mem,motor,MSC02,MSC01,0.5649999999999998
mixed,motor,MSC02,MSC03,0.5
mixed,mem,MSC02,MSC03,0.5
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.48
mem,motor,MSC02,MSC03,0.485
mixed,motor,MSC02,MSC04,0.5
mixed,mem,MSC02,MSC04,0.5
motor,mixed,MSC02,MSC04,0.5
